album_id,title,album_url,photo_count,locked,description,source_page
238081475,1996/97 LVP away Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/238081475?uid=1&isSubCate=false&referrercate=3903592,,True,,1
235579051,1997/98 Norway Home Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/235579051?uid=1&isSubCate=false&referrercate=3903592,,False,,1
235578142,1998 Brazil Second away white Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/235578142?uid=1&isSubCate=false&referrercate=3903592,,False,,1
235574810,1995/96 LVP Adidas Bringback Green Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/235574810?uid=1&isSubCate=false&referrercate=3903592,,True,,1
235446150,1996/97 LVP Special Edition White Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/235446150?uid=1&isSubCate=false&referrercate=3903592,,True,,1
235443232,1996/97 LVP home Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/235443232?uid=1&isSubCate=false&referrercate=3903592,,True,,1
235441033,1993/95 LVP away Retro Jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/235441033?uid=1&isSubCate=false&referrercate=3903592,,True,,1
234997576,1986 Mexico Home Retro Soccer jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/234997576?uid=1&isSubCate=false&referrercate=3903592,,False,,1
234996703,2016 Iron Maiden West Ham United home black Retro Soccer jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/234996703?uid=1&isSubCate=false&referrercate=3903592,,False,,1
234994417,2006/07 Valencia away Retro Soccer jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/234994417?uid=1&isSubCate=false&referrercate=3903592,,False,,1
232546706,1999/00 River Plate away retro football jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/232546706?uid=1&isSubCate=false&referrercate=3903592,,False,,1
232546329,2005/06 River Plate away retro football jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/232546329?uid=1&isSubCate=false&referrercate=3903592,,False,,1
232545882,2024 Brazil Lake Green Training Suit Retro Football jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/232545882?uid=1&isSubCate=false&referrercate=3903592,,False,,1
232544242,1995/96 LVP Black Special Edition Retro Football jersey S-XXL,https://yang-jersey.x.yupoo.com/albums/232544242?uid=1&isSubCate=false&referrercate=3903592,,True,,1
173990965,Retro 1998 Spain away S-XXL,https://yang-jersey.x.yupoo.com/albums/173990965?uid=1&isSubCate=false&referrercate=3903592,,False,,1
